meter_id,total_consumption,avg_consumption,std_consumption,cv_consumption,peak_to_avg_ratio,trough_to_avg_ratio,weekend_weekday_ratio,z_score_7d,pct_change_7d,volatility_7d,z_score_30d,pct_change_30d,volatility_30d,z_score_90d,pct_change_90d,volatility_90d,iqr_outlier_count,max_daily_drop,max_daily_spike,sudden_drop_count,sudden_spike_count,benford_violation,autocorr_weekly,autocorr_monthly,consumption_entropy,seasonality_strength,cum_dev_last,is_theft
MT_001,-8.235055953682473,-0.3539677340015194,-0.2199931180591146,0.029563187571711048,-0.4528930470331855,-0.7391034670176581,-0.02260099291829248,-0.6669200384199184,-0.227601737281881,-1.032726685489354,0.08751644479966766,0.11008111921092702,-0.37100581525300835,0.1820655050024861,0.07787020359035747,-0.4342494595740905,-0.634957423980418,-0.5250671543347214,-0.09298644776333873,-0.23355019983188954,-0.234547527736517,-0.3058774181660782,0.6464886465949897,0.8912785769714887,-1.3442323632715096,-1.5467499563107179,0.05720531185879697,1
MT_002,0.16909130644772252,-0.3372987499081733,-0.204820573090304,0.05706916525383976,-0.2790152506724979,-0.7391034670176581,0.1740442229032886,2.5273526467079956,0.05644822929135303,-1.2232163168730528,1.8812175022970552,0.2558797732953616,-0.7478156502726541,-0.010037781449854144,0.00471404035542974,-0.631315468045253,-0.634957423980418,-0.7242520375209172,-0.09298644776333873,-0.23355019983188954,-0.234547527736517,0.03676302105287201,0.6579974151184617,0.8806487128009541,-0.7518786139981734,-0.9115084082307001,0.06138061362726843,0
MT_003,-5.6423806150635905,-0.352380273800066,-0.21040156060861315,4.379356104824126,10.180543463604293,-0.7391034670176581,0.4008560959789599,0.14631554943005776,0.8484841994309599,1.765130246800168,0.2590430471528642,0.31398618980141263,0.17143755582015327,0.24431983267553936,0.12512028337176856,-0.30150217346053376,-0.2449171690726903,-2.037416086005381,-0.09298644776333873,-0.987705026925409,-0.234547527736517,-0.961801729712966,-0.6448194701718635,-1.773756061099866,-0.6512944217380879,0.49440760339786927,0.0547767635960331,0
MT_004,0.16909130644772252,-0.28540866235316675,-0.15682056202628955,0.07265641059803317,-0.22156735279874643,-0.7391034670176581,0.3288930857876389,-0.387550121680121,-0.168303835168329,-1.017926753310014,0.3422459651193013,0.1869393661388915,-0.519955800440036,0.9126868927626643,0.5565137813149683,-0.25579410349712045,1.8831972041957887,1.0272455177548443,-0.09298644776333873,-0.23355019983188954,-0.234547527736517,-0.5195484999881809,0.7137955607920221,0.8441476055314601,0.25794519222970375,-0.716565920822111,0.15952728712354547,0
MT_005,0.16909130644772252,-0.32338178187592714,-0.18997349484324869,0.14851292024513038,-0.19262087053700266,-0.7391034670176581,-0.11437577301599455,-0.3873157997149932,-0.16060328404111834,-1.1055533101004655,0.4956359157794132,0.24733982449543496,-0.49841575251500114,0.9429422963001541,0.921157805589525,0.20254352102132778,-0.634957423980418,0.7707069237307999,-0.09298644776333873,-0.23355019983188954,-0.234547527736517,-0.6951048922165994,0.5153927365058067,0.5279328870590618,0.14990248102605,-0.10718197405474165,0.11469638204037674,0
MT_006,0.16909130644772252,-0.2355236085581812,-0.11082901215065273,0.07317106934160232,-0.2538415130570395,-0.7391034670176581,-0.05966488748377454,0.6671340734447581,0.10466721075979932,-0.9731527485725275,0.8086908099430525,0.32539568167790284,-0.5381429299577354,1.1189005398277152,0.7716860849616173,-0.1635728373451702,1.862668769726961,1.306632734027985,-0.09298644776333873,-0.23355019983188954,-0.234547527736517,-0.8553538459459872,0.683682015536137,0.7677575970186588,0.09916355689750925,-0.5051121937876911,0.2245891297581867,0
MT_007,-3.4303573265610967,-0.3510258817237113,-0.21275035939588882,1.6183678178386525,2.384824964263284,-0.7391034670176581,0.03154541336505001,2.5559411925878837,1.6195651047925728,-0.5030533504743419,3.8973494407079423,2.0148088980531673,-0.3547926434398758,2.4908161740551127,2.1178184691637636,0.0055813668815995745,0.35040743052331513,-1.2079794086871907,-0.09298644776333873,-0.23355019983188954,-0.234547527736517,-0.9876511383508263,-0.787355120534908,-1.7406801194556594,0.6610108790876495,1.0079756093820054,0.061049872691559856,0
MT_008,0.16909130644772252,-0.1931317636972947,-0.07719607965809895,0.029178565397057432,-0.3610683232128354,-0.7391034670176581,-0.0497327039443289,-0.024278994322251928,0.033538341483201395,-0.39480968351067264,0.6870898197062474,0.3889079327293347,-0.38700215903900853,1.2429073341892487,0.5226606397839186,-0.4949108964570639,1.862668769726961,0.6329161893342397,-0.09298644776333873,-0.23355019983188954,-0.234547527736517,0.937299155807832,0.723686326552401,0.8959674782249838,-0.518596694735699,-1.2317085265426388,0.22917626299725327,0
MT_009,0.16909130644772252,-0.32107095619121506,-0.18824827538411296,0.12767874249200614,-0.14061865827726058,-0.7391034670176581,-0.5477859391521553,0.08134599157221539,0.07058744739473186,-0.5327175070274054,0.7642755057395567,0.4333441038031807,-0.375722473533468,0.8559684638756098,0.5558165967276965,-0.20344183056618767,-0.634957423980418,0.5687257380738262,-0.09298644776333873,-0.23355019983188954,-0.234547527736517,-0.6155012401594331,0.40843249217451283,0.3820060800698465,0.20177211138643847,-0.3932649693055608,0.09671039611673062,0
MT_010,0.16909130644772252,-0.31918701047907294,-0.1851382851567696,0.1753133659891951,-0.09299687895726737,-0.7391034670176581,-0.7629384267081009,-0.915832565117202,-0.5468314095167812,-0.49382000251543157,-0.7139671369127923,-0.5665884009450931,-0.00417396965919941,-0.4569985792973488,-0.5737834489351636,0.26973451329500114,-0.634957423980418,-0.14224397093201413,-0.09298644776333873,-0.23355019983188954,-0.234547527736517,-0.8017413354696759,0.3494133822589271,0.190808489477343,0.004740452425520413,-0.6022058843855588,0.07340577593628451,0
MT_011,0.16909130644772252,-0.3296401779806725,-0.19740107346067542,0.08083284747200177,-0.2238651616577204,-0.7391034670176581,-0.03198965987273982,0.7333606625586369,0.21896099625440882,-0.8475161047057956,1.6403056170786714,0.614617436044858,-0.5186811285755708,1.6491718971489455,0.7177208869241022,-0.47830915297724114,1.862668769726961,1.1573429358168867,-0.09298644776333873,-0.23355019983188954,-0.234547527736517,0.06516577765351274,0.6585479689004363,0.7042686289105042,0.1237275222657838,-0.46295524873650407,0.08609501343348687,0
MT_012,0.16909130644772252,-0.3131883883913752,-0.13021234917144223,1.715076734227042,0.782837544297792,-0.7391034670176581,-0.35089447572381305,0.059363217998328714,0.09309232332087931,-0.39271501056266983,0.5569911583267777,0.3762159302015477,-0.2970697953138039,0.8808925576211942,0.46336297589703906,-0.36020511523748383,-0.634957423980418,1.1946067852426865,-0.09298644776333873,-2.118937267565688,-2.1211254682258947,-0.9430087451313809,0.785556388802909,0.9840791081223939,-1.521270417972293,-0.4341461620517525,0.24782976366247705,0
MT_013,0.16909130644772252,-0.30828379651894305,-0.1725757448103327,0.22223637343287722,-0.17872539685034072,-0.7391034670176581,-1.7026510905713361,-0.6893729390188493,-0.7884962476467735,0.7120047366582685,-0.7200528218644502,-1.4445896086637235,1.092339297207537,-0.7742819394037248,-1.5090375387195791,1.0251196868022052,-0.634957423980418,-0.3727598152726617,-0.09298644776333873,-0.23355019983188954,-0.234547527736517,-0.7703511971252068,0.5714205917821886,-0.2766022180588782,-0.03370972966785708,-1.181878716526664,0.03712289172914013,0
MT_014,0.16909130644772252,-0.32653343058222684,-0.19313759624379115,0.14485429030241315,-0.12781200409924234,-0.7391034670176581,-0.8209477060025868,0.3578463522605102,0.21093867899173196,-0.5855258013480644,-0.268744783195186,-0.17839032059503138,-0.014008246767725682,0.1448433924481345,0.07975991430550963,0.018602449548336314,-0.634957423980418,0.3967401880338214,-0.09298644776333873,-0.23355019983188954,-0.234547527736517,-0.6276017071341506,0.5680261157367884,0.3047328835076827,0.14541828822046723,-0.41696610096961767,0.08300614563021753,0
MT_015,0.16909130644772252,-0.3420344399353817,-0.19189855674576173,1.8197689949095952,0.7054093808089252,-0.7391034670176581,-0.47581148690202396,0.10065009347608686,0.0968147266723769,-0.48161376057493877,0.3715747825383147,0.2612699128286435,-0.32980729008078563,0.7329862205388349,0.39709744026420407,-0.33528400196959585,-0.634957423980418,-2.037416086005381,-0.09298644776333873,-2.1817835031568147,-2.1840113995755406,-0.7770785700137275,0.6674172612564967,0.5777504856366404,-1.5420812841500209,-0.5001263545333388,0.12518007462843705,0
MT_016,0.16909130644772252,-0.3339203582000213,-0.20148641133845235,0.07353188928302674,-0.019262790564287764,-0.7391034670176581,0.3520784089550072,3.4087467521138564,2.0224873711162243,-0.5484668507791249,3.6981818770946666,2.68292507055069,-0.15293643061628065,3.7542885013275127,2.6027231360682204,-0.1827523996402722,1.9653109420711,0.7699767736172397,-0.09298644776333873,-0.23355019983188954,-0.234547527736517,-0.4353116958883601,0.5739157793384705,0.6642735619827761,0.3144548257211815,-0.7222890394159619,0.11748416206535194,1
MT_017,0.16909130644772252,-0.32365674467144145,-0.193078666140517,0.029316049870402903,-0.3533144559785849,-0.7391034670176581,0.022561242763065675,1.924811033145197,0.3654036251512883,-1.0143852570363165,2.441427048636831,0.858138031535436,-0.5267719025197811,2.685364022790951,0.8553650752084957,-0.6157486087989736,1.862668769726961,1.492451751914603,-0.09298644776333873,-0.23355019983188954,-0.234547527736517,1.5423248704167205,0.7322904732551063,0.9187282554158671,-0.03351575466494634,-1.118936104697572,0.0997017673888369,0
MT_018,0.16909130644772252,-0.1993814344586939,-0.07773408394388086,0.07142889209214319,-0.2514219473121929,-0.7391034670176581,-0.4261694176302355,-0.41689219225454066,-0.17993348625394373,-0.97305218010986,-0.4092903945519963,-0.13992332108410216,-0.3496189923595013,0.41928581817365307,0.26992678304051343,-0.16044959336149112,-0.634957423980418,0.8307179325313372,-0.09298644776333873,-0.23355019983188954,-0.234547527736517,-0.13212939023191522,0.5846480718322007,0.625556763733556,0.0202673054810981,-0.8384573344809426,0.20444096914979326,0
MT_019,-1.131699993354024,-0.34961844478824483,-0.2160771816275816,0.04289605008829293,-0.21173212403956143,-0.7391034670176581,0.10853092432577709,-0.1364769541024351,-0.10127561002448687,-0.9252129709185796,0.7897874077510101,0.47820869992164877,-0.3336024792033718,1.29599566828069,0.6426687828946861,-0.4035782886807397,1.8968828271750073,1.0393264666221715,-0.09298644776333873,-0.23355019983188954,-0.234547527736517,1.2244625356041645,0.6473732006004506,0.7719312955858549,0.08062773292144086,-1.0207153406815443,0.06234180174729111,0
MT_020,0.16909130644772252,-0.3289665657268242,-0.1970611051343653,0.06641504139694858,-0.253889923809422,-0.7391034670176581,0.022401731077023593,-0.3334464763918799,-0.1668825884659664,-0.7803765852858072,0.7640801716353379,0.47043421858507395,-0.32607134808269,1.069313247014852,0.4640178750771146,-0.47770354893398487,1.862668769726961,0.720081999002176,-0.09298644776333873,-0.23355019983188954,-0.234547527736517,-0.027830836587788406,0.6209578063572655,0.7720416097232173,-0.015848230218192108,-0.872638588351714,0.0932096465855364,0
MT_021,0.16909130644772252,-0.251969361795494,-0.1275860596762131,0.05273433412300366,-0.07335696025979581,-0.7391034670176581,-0.12304548800789539,0.3340845397018506,0.16243726572969436,-0.6611691852930912,1.0675491584167929,0.475376398871353,-0.47238616362768954,1.4523750094104824,0.6580018819214223,-0.4562993030401223,1.890040015685398,0.19029574675518748,-0.09298644776333873,-0.23355019983188954,-0.234547527736517,-0.32729455481157416,0.6274916688228072,0.7643709882255437,0.15390239248180557,-0.8479608090428515,0.17138777293214497,0
